f;u;r;value
Medio Pollo Superior;2;11;0.0
Medio Pollo Superior;3;11;0.0
Medio Pollo Superior;4;11;0.0
Medio Pollo Superior;5;11;0.0
Medio Pollo Superior;6;11;47.05340137719122
Medio Pollo Superior;7;11;1344.774193548387
Medio Pollo Superior;8;11;1323.8709677419356
Medio Pollo Inferior;1;11;0.0
Medio Pollo Inferior;2;11;0.0
Medio Pollo Inferior;3;11;0.0
Medio Pollo Inferior;4;11;0.0
Medio Pollo Inferior;5;11;0.0
Medio Pollo Inferior;6;11;0.0
Medio Pollo Inferior;7;11;0.0
Medio Pollo Inferior;8;11;343.092918221678
Cuarto de Pollo Superior;1;11;0.0
Cuarto de Pollo Superior;2;11;0.0
Cuarto de Pollo Superior;3;11;0.0
Cuarto de Pollo Superior;4;11;0.0
Cuarto de Pollo Superior;5;11;0.0
Cuarto de Pollo Superior;6;11;0.0
Cuarto de Pollo Superior;7;11;0.0
Cuarto de Pollo Superior;8;11;1351.763733014804
Muslo Entero;1;11;0.0
Muslo Entero;2;11;0.0
Muslo Entero;3;11;0.0
Muslo Entero;4;11;0.0
Muslo Entero;5;11;0.0
Muslo Entero;6;11;0.0
Muslo Entero;7;11;1292.9934406442467
Muslo Entero;8;11;1297.6935483870968
Pechuga Completa;1;11;0.0
Pechuga Completa;2;11;0.0
Pechuga Completa;3;11;0.0
Pechuga Completa;4;11;0.0
Pechuga Completa;5;11;0.0
Pechuga Completa;6;11;0.0
Pechuga Completa;7;11;0.0
Pechuga Completa;8;11;116.60856171752698
Ala Completa;1;11;0.0
Ala Completa;2;11;0.0
Ala Completa;3;11;0.0
Ala Completa;4;11;0.0
Ala Completa;5;11;0.0
Ala Completa;6;11;0.0
Ala Completa;7;11;0.0
Ala Completa;8;11;265.57050261641825
Media Pechuga;1;11;0.0
Media Pechuga;2;11;0.0
Media Pechuga;3;11;0.0
Media Pechuga;4;11;0.0
Media Pechuga;5;11;0.0
Media Pechuga;6;11;0.0
Media Pechuga;7;11;0.0
Media Pechuga;8;11;0.0
Blanqueta;1;11;0.0
Blanqueta;2;11;0.0
Blanqueta;3;11;0.0
Blanqueta;4;11;0.0
Blanqueta;5;11;0.0
Blanqueta;6;11;0.0
Blanqueta;7;11;0.0
Blanqueta;8;11;0.0
Alón;1;11;0.0
Alón;2;11;0.0
Alón;3;11;0.0
Alón;4;11;0.0
Alón;5;11;0.0
Alón;6;11;0.0
Alón;7;11;0.0
Alón;8;11;0.0
Punta;1;11;0.0
Punta;2;11;0.0
Punta;3;11;0.0
Punta;4;11;0.0
Punta;5;11;0.0
Punta;6;11;0.0
Punta;7;11;0.0
Punta;8;11;0.0
Jamoncito;1;11;0.0
Jamoncito;2;11;0.0
Jamoncito;3;11;0.0
Jamoncito;4;11;0.0
Jamoncito;5;11;0.0
Jamoncito;6;11;880.090422662008
Jamoncito;7;11;1088.8387096774195
Jamoncito;8;11;1090.4946236559103
Medio Muslo;1;11;0.0
Medio Muslo;2;11;0.0
Medio Muslo;3;11;0.0
Medio Muslo;4;11;0.0
Medio Muslo;5;11;0.0
Medio Muslo;6;11;0.0
Medio Muslo;7;11;0.0
Medio Muslo;8;11;0.0
Entero;1;12;0.0
Entero;2;12;0.0
Entero;3;12;0.0
Entero;4;12;0.0
Entero;5;12;0.0
Entero;6;12;0.0
Entero;7;12;0.0
Entero;8;12;260.63346756686474
Medio Pollo;1;12;0.0
Medio Pollo;2;12;0.0
Medio Pollo;3;12;0.0
Medio Pollo;4;12;0.0
Medio Pollo;5;12;0.0
Medio Pollo;6;12;0.0
Medio Pollo;7;12;0.0
Medio Pollo;8;12;539.493245338225
Medio Pollo Superior;1;12;0.0
Medio Pollo Superior;2;12;0.0
Medio Pollo Superior;3;12;0.0
Medio Pollo Superior;4;12;0.0
Medio Pollo Superior;5;12;0.0
Medio Pollo Superior;6;12;623.6714991250185
Medio Pollo Superior;7;12;1344.774193548387
Medio Pollo Superior;8;12;1323.8709677419356
Medio Pollo Inferior;1;12;0.0
Medio Pollo Inferior;2;12;0.0
Medio Pollo Inferior;3;12;0.0
Medio Pollo Inferior;4;12;0.0
Medio Pollo Inferior;5;12;0.0
Medio Pollo Inferior;6;12;0.0
Medio Pollo Inferior;7;12;0.0
Medio Pollo Inferior;8;12;842.4151563581847
Cuarto de Pollo Superior;1;12;0.0
Cuarto de Pollo Superior;2;12;0.0
Cuarto de Pollo Superior;3;12;0.0
Cuarto de Pollo Superior;4;12;0.0
Cuarto de Pollo Superior;5;12;0.0
Cuarto de Pollo Superior;6;12;1344.138666406934
Cuarto de Pollo Superior;7;12;1543.0645161290322
Cuarto de Pollo Superior;8;12;1522.7419354838712
Muslo Entero;1;12;0.0
Muslo Entero;2;12;0.0
Muslo Entero;3;12;0.0
Muslo Entero;4;12;0.0
Muslo Entero;5;12;0.0
Muslo Entero;6;12;0.0
Muslo Entero;7;12;442.6976695432129
Muslo Entero;8;12;1297.6935483870968
Pechuga Completa;1;12;0.0
Pechuga Completa;2;12;0.0
Pechuga Completa;3;12;0.0
Pechuga Completa;4;12;0.0
Pechuga Completa;5;12;0.0
Pechuga Completa;6;12;0.0
Pechuga Completa;7;12;0.0
Pechuga Completa;8;12;0.0
Ala Completa;1;12;0.0
Ala Completa;2;12;0.0
Ala Completa;3;12;0.0
Ala Completa;4;12;0.0
Ala Completa;5;12;0.0
Ala Completa;6;12;0.0
Ala Completa;7;12;0.0
Ala Completa;8;12;386.4459285838511
Media Pechuga;1;12;0.0
Media Pechuga;2;12;0.0
Media Pechuga;3;12;0.0
Media Pechuga;4;12;0.0
Media Pechuga;5;12;0.0
Media Pechuga;6;12;0.0
Media Pechuga;7;12;0.0
Media Pechuga;8;12;520.6340274526096
Blanqueta;1;12;0.0
Blanqueta;2;12;0.0
Blanqueta;3;12;0.0
Blanqueta;4;12;0.0
Blanqueta;5;12;0.0
Blanqueta;6;12;0.0
Blanqueta;7;12;0.0
Blanqueta;8;12;0.0
Alón;1;12;0.0
Alón;2;12;0.0
Alón;3;12;0.0
Alón;4;12;0.0
Alón;5;12;0.0
Alón;6;12;0.0
Alón;7;12;0.0
Alón;8;12;0.0
Punta;1;12;0.0
Punta;2;12;0.0
Punta;3;12;0.0
Punta;4;12;0.0
Punta;5;12;0.0
Punta;6;12;0.0
Punta;7;12;0.0
Punta;8;12;0.0
Jamoncito;1;12;0.0
Jamoncito;2;12;0.0
Jamoncito;3;12;0.0
Jamoncito;4;12;0.0
Jamoncito;5;12;0.0
Jamoncito;6;12;520.7211731624703
Jamoncito;7;12;1088.8387096774195
Jamoncito;8;12;1090.4946236559103
Medio Muslo;1;12;0.0
Medio Muslo;2;12;0.0
Medio Muslo;3;12;0.0
Medio Muslo;4;12;0.0
Medio Muslo;5;12;0.0
Medio Muslo;6;12;0.0
Medio Muslo;7;12;1405.1264405160355
Medio Muslo;8;12;1947.3118279569826
Entero;1;13;0.0
Entero;2;13;0.0
Entero;3;13;0.0
Entero;4;13;0.0
Entero;5;13;0.0
Entero;6;13;0.0
Entero;7;13;0.0
Entero;8;13;24.7082340813123
Medio Pollo;1;13;0.0
Medio Pollo;2;13;0.0
Medio Pollo;3;13;0.0
Medio Pollo;4;13;0.0
Medio Pollo;5;13;0.0
Medio Pollo;6;13;0.0
Medio Pollo;7;13;0.0
Medio Pollo;8;13;1023.7243992680599
Medio Pollo Superior;1;13;0.0
Medio Pollo Superior;2;13;0.0
Medio Pollo Superior;3;13;0.0
Medio Pollo Superior;4;13;0.0
Medio Pollo Superior;5;13;0.0
Medio Pollo Superior;6;13;0.0
Medio Pollo Superior;7;13;0.0
Medio Pollo Superior;8;13;551.817491661759
Medio Pollo Inferior;1;13;0.0
Medio Pollo Inferior;2;13;0.0
Medio Pollo Inferior;3;13;0.0
Medio Pollo Inferior;4;13;0.0
Medio Pollo Inferior;5;13;0.0
Medio Pollo Inferior;6;13;0.0
Medio Pollo Inferior;7;13;0.0
Medio Pollo Inferior;8;13;1025.1733996909031
Cuarto de Pollo Superior;1;13;0.0
Cuarto de Pollo Superior;2;13;0.0
Cuarto de Pollo Superior;3;13;0.0
Cuarto de Pollo Superior;4;13;0.0
Cuarto de Pollo Superior;5;13;0.0
Cuarto de Pollo Superior;6;13;0.0
Cuarto de Pollo Superior;7;13;0.0
Cuarto de Pollo Superior;8;13;217.12590603669196
Muslo Entero;1;13;0.0
Muslo Entero;2;13;0.0
Muslo Entero;3;13;0.0
Muslo Entero;4;13;0.0
Muslo Entero;5;13;0.0
Muslo Entero;6;13;0.0
Muslo Entero;7;13;0.0
Muslo Entero;8;13;175.60061773811685
Pechuga Completa;1;13;0.0
Pechuga Completa;2;13;0.0
Pechuga Completa;3;13;0.0
Pechuga Completa;4;13;0.0
Pechuga Completa;5;13;0.0
Pechuga Completa;6;13;539.8266199871014
Pechuga Completa;7;13;1982.9032258064517
Pechuga Completa;8;13;1659.193548387085
Ala Completa;1;13;0.0
Ala Completa;2;13;0.0
Ala Completa;3;13;0.0
Ala Completa;4;13;0.0
Ala Completa;5;13;0.0
Ala Completa;6;13;0.0
Ala Completa;7;13;0.0
Ala Completa;8;13;332.1369269030504
Media Pechuga;1;13;0.0
Media Pechuga;2;13;0.0
Media Pechuga;3;13;0.0
Media Pechuga;4;13;0.0
Media Pechuga;5;13;0.0
Media Pechuga;6;13;0.0
Media Pechuga;7;13;0.0
Media Pechuga;8;13;1835.7564461245609
Blanqueta;1;13;0.0
Blanqueta;2;13;0.0
Blanqueta;3;13;0.0
Blanqueta;4;13;0.0
Blanqueta;5;13;0.0
Blanqueta;6;13;0.0
Blanqueta;7;13;0.0
Blanqueta;8;13;0.0
Alón;1;13;0.0
Alón;2;13;0.0
Alón;3;13;0.0
Alón;4;13;0.0
Alón;5;13;0.0
Alón;6;13;0.0
Alón;7;13;0.0
Alón;8;13;0.0
Punta;1;13;0.0
Punta;2;13;0.0
Punta;3;13;0.0
Punta;4;13;0.0
Punta;5;13;0.0
Punta;6;13;0.0
Punta;7;13;0.0
Punta;8;13;0.0
Jamoncito;1;13;0.0
Jamoncito;2;13;0.0
Jamoncito;3;13;0.0
Jamoncito;4;13;0.0
Jamoncito;5;13;0.0
Jamoncito;6;13;0.0
Jamoncito;7;13;1043.1222897238338
Jamoncito;8;13;1090.4946236559103
Medio Muslo;1;13;0.0
Medio Muslo;2;13;0.0
Medio Muslo;3;13;0.0
Medio Muslo;4;13;0.0
Medio Muslo;5;13;0.0
Medio Muslo;6;13;0.0
Medio Muslo;7;13;0.0
Medio Muslo;8;13;580.9025633753761
Entero;1;14;0.0
Entero;2;14;0.0
Entero;3;14;0.0
Entero;4;14;0.0
Entero;5;14;0.0
Entero;6;14;0.0
Entero;7;14;0.0
Entero;8;14;0.0
Medio Pollo;1;14;0.0
Medio Pollo;2;14;0.0
Medio Pollo;3;14;0.0
Medio Pollo;4;14;0.0
Medio Pollo;5;14;0.0
Medio Pollo;6;14;0.0
Medio Pollo;7;14;605.6788058555965
Medio Pollo;8;14;1056.5
Medio Pollo Superior;1;14;0.0
Medio Pollo Superior;2;14;0.0
Medio Pollo Superior;3;14;0.0
Medio Pollo Superior;4;14;0.0
Medio Pollo Superior;5;14;0.0
Medio Pollo Superior;6;14;0.0
Medio Pollo Superior;7;14;0.0
Medio Pollo Superior;8;14;0.0
Medio Pollo Inferior;1;14;0.0
Medio Pollo Inferior;2;14;0.0
Medio Pollo Inferior;3;14;0.0
Medio Pollo Inferior;4;14;0.0
Medio Pollo Inferior;5;14;0.0
Medio Pollo Inferior;6;14;0.0
Medio Pollo Inferior;7;14;0.0
Medio Pollo Inferior;8;14;485.19941527455546
Cuarto de Pollo Superior;1;14;0.0
Cuarto de Pollo Superior;2;14;0.0
Cuarto de Pollo Superior;3;14;0.0
Cuarto de Pollo Superior;4;14;0.0
Cuarto de Pollo Superior;5;14;0.0
Cuarto de Pollo Superior;6;14;0.0
Cuarto de Pollo Superior;7;14;0.0
Cuarto de Pollo Superior;8;14;0.0
Muslo Entero;1;14;0.0
Muslo Entero;2;14;0.0
Muslo Entero;3;14;0.0
Muslo Entero;4;14;0.0
Muslo Entero;5;14;0.0
Muslo Entero;6;14;0.0
Muslo Entero;7;14;0.0
Muslo Entero;8;14;913.0798058355144
Pechuga Completa;1;14;0.0
Pechuga Completa;2;14;0.0
Pechuga Completa;3;14;0.0
Pechuga Completa;4;14;0.0
Pechuga Completa;5;14;0.0
Pechuga Completa;6;14;0.0
Pechuga Completa;7;14;0.0
Pechuga Completa;8;14;1606.622505422715
Ala Completa;1;14;0.0
Ala Completa;2;14;0.0
Ala Completa;3;14;0.0
Ala Completa;4;14;0.0
Ala Completa;5;14;0.0
Ala Completa;6;14;0.0
Ala Completa;7;14;0.0
Ala Completa;8;14;0.0
Media Pechuga;1;14;0.0
Media Pechuga;2;14;0.0
Media Pechuga;3;14;0.0
Media Pechuga;4;14;0.0
Media Pechuga;5;14;0.0
Media Pechuga;6;14;0.0
Media Pechuga;7;14;783.8084777831778
Media Pechuga;8;14;2252.4193548387098
Blanqueta;1;14;0.0
Blanqueta;2;14;0.0
Blanqueta;3;14;0.0
Blanqueta;4;14;0.0
Blanqueta;5;14;0.0
Blanqueta;6;14;0.0
Blanqueta;7;14;0.0
Blanqueta;8;14;0.0
Alón;1;14;0.0
Alón;2;14;0.0
Alón;3;14;0.0
Alón;4;14;0.0
Alón;5;14;0.0
Alón;6;14;0.0
Alón;7;14;0.0
Alón;8;14;0.0
Punta;1;14;0.0
Punta;2;14;0.0
Punta;3;14;0.0
Punta;4;14;0.0
Punta;5;14;0.0
Punta;6;14;0.0
Punta;7;14;0.0
Punta;8;14;0.0
Jamoncito;1;14;0.0
Jamoncito;2;14;0.0
Jamoncito;3;14;0.0
Jamoncito;4;14;0.0
Jamoncito;5;14;0.0
Jamoncito;6;14;0.0
Jamoncito;7;14;0.0
Jamoncito;8;14;0.0
Medio Muslo;1;14;0.0
Medio Muslo;2;14;0.0
Medio Muslo;3;14;0.0
Medio Muslo;4;14;0.0
Medio Muslo;5;14;0.0
Medio Muslo;6;14;0.0
Medio Muslo;7;14;0.0
Medio Muslo;8;14;26.277146600932156
Entero;1;15;0.0
Entero;2;15;0.0
Entero;3;15;0.0
Entero;4;15;0.0
Entero;5;15;0.0
Entero;6;15;0.0
Entero;7;15;669.2774925172926
Entero;8;15;957.0000000000246
Medio Pollo;1;15;0.0
Medio Pollo;2;15;0.0
Medio Pollo;3;15;0.0
Medio Pollo;4;15;0.0
Medio Pollo;5;15;0.0
Medio Pollo;6;15;0.0
Medio Pollo;7;15;0.0
Medio Pollo;8;15;911.7320878782511
Medio Pollo Superior;1;15;0.0
Medio Pollo Superior;2;15;0.0
Medio Pollo Superior;3;15;0.0
Medio Pollo Superior;4;15;0.0
Medio Pollo Superior;5;15;0.0
Medio Pollo Superior;6;15;0.0
Medio Pollo Superior;7;15;0.0
Medio Pollo Superior;8;15;0.0
Medio Pollo Inferior;1;15;0.0
Medio Pollo Inferior;2;15;0.0
Medio Pollo Inferior;3;15;0.0
Medio Pollo Inferior;4;15;0.0
Medio Pollo Inferior;5;15;0.0
Medio Pollo Inferior;6;15;0.0
Medio Pollo Inferior;7;15;883.4472079801263
Medio Pollo Inferior;8;15;1110.4516129032259
Cuarto de Pollo Superior;1;15;0.0
Cuarto de Pollo Superior;2;15;0.0
Cuarto de Pollo Superior;3;15;0.0
Cuarto de Pollo Superior;4;15;0.0
Cuarto de Pollo Superior;5;15;0.0
Cuarto de Pollo Superior;6;15;0.0
Cuarto de Pollo Superior;7;15;0.0
Cuarto de Pollo Superior;8;15;0.0
Muslo Entero;1;15;0.0
Muslo Entero;2;15;0.0
Muslo Entero;3;15;0.0
Muslo Entero;4;15;0.0
Muslo Entero;5;15;0.0
Muslo Entero;6;15;0.0
Muslo Entero;7;15;0.0
Muslo Entero;8;15;0.0
Pechuga Completa;1;15;0.0
Pechuga Completa;2;15;0.0
Pechuga Completa;3;15;0.0
Pechuga Completa;4;15;0.0
Pechuga Completa;5;15;0.0
Pechuga Completa;6;15;0.0
Pechuga Completa;7;15;624.8552688186633
Pechuga Completa;8;15;1659.193548387085
Ala Completa;1;15;0.0
Ala Completa;2;15;0.0
Ala Completa;3;15;0.0
Ala Completa;4;15;0.0
Ala Completa;5;15;0.0
Ala Completa;6;15;0.0
Ala Completa;7;15;0.0
Ala Completa;8;15;685.224006803333
Media Pechuga;1;15;0.0
Media Pechuga;2;15;0.0
Media Pechuga;3;15;0.0
Media Pechuga;4;15;0.0
Media Pechuga;5;15;0.0
Media Pechuga;6;15;345.4071150173331
Media Pechuga;7;15;1882.7419354838712
Media Pechuga;8;15;2252.4193548387098
Blanqueta;1;15;0.0
Blanqueta;2;15;0.0
Blanqueta;3;15;0.0
Blanqueta;4;15;0.0
Blanqueta;5;15;0.0
Blanqueta;6;15;0.0
Blanqueta;7;15;0.0
Blanqueta;8;15;0.0
Alón;1;15;0.0
Alón;2;15;0.0
Alón;3;15;0.0
Alón;4;15;0.0
Alón;5;15;0.0
Alón;6;15;0.0
Alón;7;15;0.0
Alón;8;15;0.0
Punta;1;15;0.0
Punta;2;15;0.0
Punta;3;15;0.0
Punta;4;15;0.0
Punta;5;15;0.0
Punta;6;15;0.0
Punta;7;15;0.0
Punta;8;15;0.0
Jamoncito;1;15;0.0
Jamoncito;2;15;0.0
Jamoncito;3;15;0.0
Jamoncito;4;15;0.0
Jamoncito;5;15;0.0
Jamoncito;6;15;0.0
Jamoncito;7;15;898.5492924042776
Jamoncito;8;15;1090.4946236559103
Medio Muslo;1;15;0.0
Medio Muslo;2;15;0.0
Medio Muslo;3;15;0.0
Medio Muslo;4;15;0.0
Medio Muslo;5;15;0.0
Medio Muslo;6;15;0.0
Medio Muslo;7;15;0.0
Medio Muslo;8;15;568.3417859306844
